id,Name,CountryName,X,Y,Start time,End time,Duration,Class_label,N merged events,Temporal context start,Temporal context end,AND_6,AND_5,AND_4,AND_3,AND_2,AND_1,LMM_6,LMM_5,LMM_4,LMM_3,LMM_2,LMM_1,HM_6,HM_5,HM_4,HM_3,HM_2,HM_1,HMM_6,HMM_5,HMM_4,HMM_3,HMM_2,HMM_1,NM_6,NM_5,NM_4,NM_3,NM_2,NM_1,DM_6,DM_5,DM_4,DM_3,DM_2,DM_1,SH_6,SH_5,SH_4,SH_3,SH_2,SH_1,IM_6,IM_5,IM_4,IM_3,IM_2,IM_1,AND_Start,AND_End,AND_Duration,LMM_Start,LMM_End,LMM_Duration,HM_Start,HM_End,HM_Duration,HMM_Start,HMM_End,HMM_Duration,NM_Start,NM_End,NM_Duration,DM_Start,DM_End,DM_Duration,SH_Start,SH_End,SH_Duration,IM_Start,IM_End,IM_Duration
BY_low to medium morbidity_2_07-06-2021_27-06-2021,BY_low to medium morbidity_2_07-06-2021_27-06-2021,Belarus,27.566668,53.9,44383,27/06/2021,21,low to medium morbidity,2,26-04-2021,44383,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
BY_high morbidity_5_27-04-2020_07-06-2020,BY_high morbidity_5_27-04-2020_07-06-2020,Belarus,27.566668,53.9,27/04/2020,44018,42,high morbidity,5,16-03-2020,27-04-2020,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
BY_high morbidity_33_19-10-2020_13-06-2021,BY_high morbidity_33_19-10-2020_13-06-2021,Belarus,27.566668,53.9,19/10/2020,13/06/2021,238,high morbidity,33,44021,19-10-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CA_almost no disease_5_17-02-2020_29-03-2020,CA_almost no disease_5_17-02-2020_29-03-2020,Canada,-75.7,45.416668,17/02/2020,29/03/2020,42,almost no disease,5,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA_almost no disease_14_22-06-2020_04-10-2020,CA_almost no disease_14_22-06-2020_04-10-2020,Canada,-75.7,45.416668,22/06/2020,43931,105,almost no disease,14,44140,22-06-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-4,-1,4,0,0,0,-6,-4,3,0,0,0
CA_low to medium morbidity_13_23-03-2020_28-06-2020,CA_low to medium morbidity_13_23-03-2020_28-06-2020,Canada,-75.7,45.416668,23/03/2020,28/06/2020,98,low to medium morbidity,13,44106,23-03-2020,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,0,0,0,-5,-2,4,-2,-1,2,0,0,0,0,0,0
CA_low to medium morbidity_38_28-09-2020_27-06-2021,CA_low to medium morbidity_38_28-09-2020_27-06-2021,Canada,-75.7,45.416668,28/09/2020,27/06/2021,273,low to medium morbidity,38,17-08-2020,28-09-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CH_almost no disease_2_17-02-2020_08-03-2020,CH_almost no disease_2_17-02-2020_08-03-2020,Switzerland,7.466667,46.916668,17/02/2020,44046,21,almost no disease,2,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH_almost no disease_10_11-05-2020_26-07-2020,CH_almost no disease_10_11-05-2020_26-07-2020,Switzerland,7.466667,46.916668,44140,26/07/2020,77,almost no disease,10,30-03-2020,44140,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-5,-1,5,-6,-5,2,0,0,0,0,0,0,0,0,0,-6,-1,6,-1,-1,1
CH_low to medium morbidity_2_02-03-2020_22-03-2020,CH_low to medium morbidity_2_02-03-2020_22-03-2020,Switzerland,7.466667,46.916668,43864,22/03/2020,21,low to medium morbidity,2,20-01-2020,43864,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0
CH_low to medium morbidity_5_06-04-2020_17-05-2020,CH_low to medium morbidity_5_06-04-2020_17-05-2020,Switzerland,7.466667,46.916668,43986,17/05/2020,42,low to medium morbidity,5,24-02-2020,43986,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,-5,2,-5,-3,3,-3,-1,3,0,0,0,-6,-4,3,-4,-2,3,-2,-1,2,0,0,0
CH_low to medium morbidity_10_20-07-2020_04-10-2020,CH_low to medium morbidity_10_20-07-2020_04-10-2020,Switzerland,7.466667,46.916668,20/07/2020,43931,77,low to medium morbidity,10,44049,20-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CH_low to medium morbidity_4_24-05-2021_27-06-2021,CH_low to medium morbidity_4_24-05-2021_27-06-2021,Switzerland,7.466667,46.916668,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,-1,-1,1
CH_high morbidity_3_16-03-2020_12-04-2020,CH_high morbidity_3_16-03-2020_12-04-2020,Switzerland,7.466667,46.916668,16/03/2020,44169,28,high morbidity,3,43892,16-03-2020,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,3,-2,-1,2,0,0,0,0,0,0,-4,-1,4,-1,-1,1,0,0,0,0,0,0
CH_high morbidity_5_28-09-2020_08-11-2020,CH_high morbidity_5_28-09-2020_08-11-2020,Switzerland,7.466667,46.916668,28/09/2020,44054,42,high morbidity,5,17-08-2020,28-09-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CH_high morbidity_20_04-01-2021_30-05-2021,CH_high morbidity_20_04-01-2021_30-05-2021,Switzerland,7.466667,46.916668,44287,30/05/2021,147,high morbidity,20,23-11-2020,44287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-3,4,-3,-2,2,-2,-1,2,0,0,0
CH_high morbidity and mortality_9_02-11-2020_10-01-2021,CH_high morbidity and mortality_9_02-11-2020_10-01-2021,Switzerland,7.466667,46.916668,43872,44470,70,high morbidity and mortality,9,21-09-2020,43872,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_almost no disease_4_17-02-2020_22-03-2020,CZ_almost no disease_4_17-02-2020_22-03-2020,Czech Republic,14.466667,50.083332,17/02/2020,22/03/2020,35,almost no disease,4,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ_almost no disease_11_27-04-2020_19-07-2020,CZ_almost no disease_11_27-04-2020_19-07-2020,Czech Republic,14.466667,50.083332,27/04/2020,19/07/2020,84,almost no disease,11,16-03-2020,27-04-2020,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0
CZ_almost no disease_1_14-06-2021..27-06-2021,CZ_almost no disease_1_14-06-2021..27-06-2021,Czech Republic,14.466667,50.083332,14/06/2021,27/06/2021,14,almost no disease,1,44260,14-06-2021,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,-6,-5,2,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_low to medium morbidity_6_16-03-2020_03-05-2020,CZ_low to medium morbidity_6_16-03-2020_03-05-2020,Czech Republic,14.466667,50.083332,16/03/2020,43895,49,low to medium morbidity,6,43892,16-03-2020,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,4,0,0,0,0,0,0,0,0,0,-4,-1,4,-1,-1,1,0,0,0,0,0,0
CZ_low to medium morbidity_8_13-07-2020_13-09-2020,CZ_low to medium morbidity_8_13-07-2020_13-09-2020,Czech Republic,14.466667,50.083332,13/07/2020,13/09/2020,63,low to medium morbidity,8,43836,13-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_low to medium morbidity_5_10-05-2021_20-06-2021,CZ_low to medium morbidity_5_10-05-2021_20-06-2021,Czech Republic,14.466667,50.083332,44474,20/06/2021,42,low to medium morbidity,5,29-03-2021,44474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_high morbidity_5_07-09-2020_18-10-2020,CZ_high morbidity_5_07-09-2020_18-10-2020,Czech Republic,14.466667,50.083332,44021,18/10/2020,42,high morbidity,5,27-07-2020,44021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_high morbidity_4_12-04-2021_16-05-2021,CZ_high morbidity_4_12-04-2021_16-05-2021,Czech Republic,14.466667,50.083332,44534,16/05/2021,35,high morbidity,4,44199,44534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-1,6,0,0,0,0,0,0,0,0,0
CZ_high morbidity and mortality_26_12-10-2020_18-04-2021,CZ_high morbidity and mortality_26_12-10-2020_18-04-2021,Czech Republic,14.466667,50.083332,44175,18/04/2021,189,high morbidity and mortality,26,31-08-2020,44175,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DE_almost no disease_3_17-02-2020_15-03-2020,DE_almost no disease_3_17-02-2020_15-03-2020,Germany,13.4,52.516666,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_almost no disease_14_04-05-2020_16-08-2020,DE_almost no disease_14_04-05-2020_16-08-2020,Germany,13.4,52.516666,43926,16/08/2020,105,almost no disease,14,23-03-2020,43926,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,-1,-1,1
DE_almost no disease_1_14-06-2021..27-06-2021,DE_almost no disease_1_14-06-2021..27-06-2021,Germany,13.4,52.516666,14/06/2021,27/06/2021,14,almost no disease,1,44260,14-06-2021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DE_low to medium morbidity_8_09-03-2020_10-05-2020,DE_low to medium morbidity_8_09-03-2020_10-05-2020,Germany,13.4,52.516666,44077,44109,63,low to medium morbidity,8,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
DE_low to medium morbidity_9_10-08-2020_18-10-2020,DE_low to medium morbidity_9_10-08-2020_18-10-2020,Germany,13.4,52.516666,44112,18/10/2020,70,low to medium morbidity,9,29-06-2020,44112,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DE_low to medium morbidity_4_17-05-2021_20-06-2021,DE_low to medium morbidity_4_17-05-2021_20-06-2021,Germany,13.4,52.516666,17/05/2021,20/06/2021,35,low to medium morbidity,4,44320,17-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-5,-1,5,0,0,0,0,0,0,-6,-5,2
DE_high morbidity_7_12-10-2020_06-12-2020,DE_high morbidity_7_12-10-2020_06-12-2020,Germany,13.4,52.516666,44175,43994,56,high morbidity,7,31-08-2020,44175,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DE_high morbidity_18_11-01-2021_23-05-2021,DE_high morbidity_18_11-01-2021_23-05-2021,Germany,13.4,52.516666,44501,23/05/2021,133,high morbidity,18,30-11-2020,44501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,-6,1,-6,-1,6,-6,-5,2,-5,-3,3,-3,-2,2,-2,-1,2
DE_high morbidity and mortality_6_30-11-2020_17-01-2021,DE_high morbidity and mortality_6_30-11-2020_17-01-2021,Germany,13.4,52.516666,30/11/2020,17/01/2021,49,high morbidity and mortality,6,19-10-2020,30-11-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DK_almost no disease_2_17-02-2020_08-03-2020,DK_almost no disease_2_17-02-2020_08-03-2020,Denmark,12.583333,55.666668,17/02/2020,44046,21,almost no disease,2,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK_almost no disease_10_18-05-2020_02-08-2020,DK_almost no disease_10_18-05-2020_02-08-2020,Denmark,12.583333,55.666668,18/05/2020,43869,77,almost no disease,10,43986,18-05-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-2,-1,2,0,0,0,-6,-5,2,-5,-2,4
DK_low to medium morbidity_11_02-03-2020_24-05-2020,DK_low to medium morbidity_11_02-03-2020_24-05-2020,Denmark,12.583333,55.666668,43864,24/05/2020,84,low to medium morbidity,11,20-01-2020,43864,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0
DK_low to medium morbidity_11_27-07-2020_18-10-2020,DK_low to medium morbidity_11_27-07-2020_18-10-2020,Denmark,12.583333,55.666668,27/07/2020,18/10/2020,84,low to medium morbidity,11,15-06-2020,27-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DK_low to medium morbidity_4_25-01-2021_28-02-2021,DK_low to medium morbidity_4_25-01-2021_28-02-2021,Denmark,12.583333,55.666668,25/01/2021,28/02/2021,35,low to medium morbidity,4,14-12-2020,25-01-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0
DK_low to medium morbidity_2_07-06-2021_27-06-2021,DK_low to medium morbidity_2_07-06-2021_27-06-2021,Denmark,12.583333,55.666668,44383,27/06/2021,21,low to medium morbidity,2,26-04-2021,44383,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DK_high morbidity_15_12-10-2020_31-01-2021,DK_high morbidity_15_12-10-2020_31-01-2021,Denmark,12.583333,55.666668,44175,31/01/2021,112,high morbidity,15,31-08-2020,44175,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
DK_high morbidity_15_22-02-2021_13-06-2021,DK_high morbidity_15_22-02-2021_13-06-2021,Denmark,12.583333,55.666668,22/02/2021,13/06/2021,112,high morbidity,15,44501,22-02-2021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-4,-1,4,-6,-4,3,0,0,0,0,0,0,0,0,0,-6,-1,6,-1,-1,1
EE_almost no disease_3_17-02-2020_15-03-2020,EE_almost no disease_3_17-02-2020_15-03-2020,Estonia,24.716667,59.433334,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_almost no disease_13_11-05-2020_16-08-2020,EE_almost no disease_13_11-05-2020_16-08-2020,Estonia,24.716667,59.433334,44140,16/08/2020,98,almost no disease,13,30-03-2020,44140,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,-6,-1,6,0,0,0,0,0,0,-1,-1,1,-6,-6,1,-6,-4,3,-4,-1,4
EE_low to medium morbidity_9_09-03-2020_17-05-2020,EE_low to medium morbidity_9_09-03-2020_17-05-2020,Estonia,24.716667,59.433334,44077,17/05/2020,70,low to medium morbidity,9,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
EE_low to medium morbidity_6_14-09-2020_01-11-2020,EE_low to medium morbidity_6_14-09-2020_01-11-2020,Estonia,24.716667,59.433334,14/09/2020,43841,49,low to medium morbidity,6,43898,14-09-2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,0,0,0,0,0,0
EE_low to medium morbidity_4_24-05-2021_27-06-2021,EE_low to medium morbidity_4_24-05-2021_27-06-2021,Estonia,24.716667,59.433334,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
EE_high morbidity_18_26-10-2020_07-03-2021,EE_high morbidity_18_26-10-2020_07-03-2021,Estonia,24.716667,59.433334,26/10/2020,44380,133,high morbidity,18,14-09-2020,26-10-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
EE_high morbidity_7_05-04-2021_30-05-2021,EE_high morbidity_7_05-04-2021_30-05-2021,Estonia,24.716667,59.433334,44320,30/05/2021,56,high morbidity,7,22-02-2021,44320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,-6,-1,6,0,0,0,0,0,0,0,0,0
EE_high morbidity and mortality_5_01-03-2021_11-04-2021,EE_high morbidity and mortality_5_01-03-2021_11-04-2021,Estonia,24.716667,59.433334,44199,44504,42,high morbidity and mortality,5,18-01-2021,44199,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
EG_almost no disease_14_17-02-2020_31-05-2020,EG_almost no disease_14_17-02-2020_31-05-2020,Egypt,31.25,30.05,17/02/2020,31/05/2020,105,almost no disease,14,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EG_almost no disease_22_20-07-2020_27-12-2020,EG_almost no disease_22_20-07-2020_27-12-2020,Egypt,31.25,30.05,20/07/2020,27/12/2020,161,almost no disease,22,44049,20-07-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-2,-1,2,0,0,0,-6,-5,2,-5,-2,4
EG_almost no disease_8_22-02-2021_25-04-2021,EG_almost no disease_8_22-02-2021_25-04-2021,Egypt,31.25,30.05,22/02/2021,25/04/2021,63,almost no disease,8,44501,22-02-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
